business,name,address,city,state,latitude,longitude,stars,review_count,food_type,restaurant_type,country_type,mon,tue,wed,thu,fri,sat,sun
QP2c6C_xk6nSiLgaVuq2hQ,World Buffet,2131 Rock Springs Dr,Las Vegas,NV,36.1976942,-115.2470842,1.5,3,Buffets;,,,None,None,None,None,None,None,None
xcL8PNpRygalnejv0bp1-w,Tacos El Compita 3,4455 E Tropicana St,Las Vegas,NV,36.09972165,-115.0768537,4.5,26,,,Mexican;,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0
8oSNaQnLGfbFC0uyRUjfCA,The Mad Greek Cafe,3049 S Las Vegas Blvd,Las Vegas,NV,36.1314439,-115.1648858,3,24,,Restaurants;,Greek;,None,None,None,None,None,None,None
lAR6Lj6-zBxQNqflZt0zTQ,Buca di Beppo,412 E Flamingo Rd,Las Vegas,NV,36.11494373,-115.1518317,3,339,Pizza;Food;,Restaurants;,Italian;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
ZW0EGqx6jeBe_7ihmLykBQ,Jimmy John's,7331 W Lake Mead Blvd,Las Vegas,NV,36.194748,-115.252614,2,32,,Restaurants;,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
CK62JZi0UY5JeHHQyf0ffQ,Jalapeno Grill,"5201 W Charleston Blvd, Ste 110",Las Vegas,NV,36.1588302,-115.2111651,3,3,,Restaurants;,,None,None,None,None,None,None,None
AZlnpvILz5cEWJifjr2CSQ,Roma Deli II and Wine Shop,8524 W Sahara Ave,Las Vegas,NV,36.1445144,-115.277522,4,142,,Restaurants;,Italian;,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
xDvl_i1g1HCJ4EmIRmwfqg,Denny's,450 Fremont St,Las Vegas,NV,36.16991424,-115.1411766,3,137,Sandwiches;,Breakfast & Brunch;Restaurants;,American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
r8hF3kwnZzxTo1IYNcI6rg,El Sombrero Mexican Bistro,807 S Main St,Las Vegas,NV,36.1627231,-115.1512318,4.5,395,,Bars;,Mexican;,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-15:0
JTFFtWy_chbsHTs95yD_2Q,Cafe Bellagio,3600 S Las Vegas Blvd,Las Vegas,NV,36.11214398,-115.1767159,3.5,814,Sandwiches;Burgers;,Restaurants;,American (New);American (Traditional);,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0,6:0-1:0
S2bGqPoTjUc2ywC9FYuBsw,H2 EAU,2000 Fashion Show Dr,Las Vegas,NV,36.12650593,-115.171051,3.5,12,,Diners;Restaurants;,,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0,11:0-17:0
tsYriuDpdtaTju7LUANDzg,Panda Express,2625 S Eastern Ave,Las Vegas,NV,36.141812,-115.119151,3,19,Fast Food;,Fast Food;,Chinese;,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0,9:30-22:0
MIVw2q74xy140VpbR8jBWg,Sloppi Jo's Roving Eatery,,Las Vegas,NV,36.175,-115.136389,4,31,,Food Stands;Restaurants;,,None,None,None,None,None,None,None
F4evnLRw0aTEF2m9OXD44g,Vons,820 S Rampart Blvd,Las Vegas,NV,36.16212531,-115.2891508,3.5,32,Food;,,,None,None,None,None,None,None,None
oUso4QWH1OAXboD8IMjpFQ,Molcasalsa Mexican Food,831 N Rancho Dr,Las Vegas,NV,36.1801087,-115.1785503,4,13,,,Mexican;,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
50tjBMTlIbFBxjTRXAVZHQ,Dunkin' Donuts,"6935 N Durango Dr, Ste 150",Las Vegas,NV,36.28582068,-115.2885472,2.5,81,Coffee & Tea;Bagels;Food;,Coffee & Tea;,,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,None,None
S9CrHJJnns3cqdGca7mQWQ,Chopstix,430 E Silverado Ranch Blvd,Las Vegas,NV,36.01463058,-115.1539398,3.5,98,,Restaurants;,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,11:0-22:0,11:0-22:0
C5azlhXSTOlqVAM3nl95nw,Oasis Asian Kitchen,"4011 S Buffalo Dr, Ste B106",Las Vegas,NV,36.11668139,-115.2623145,4.5,133,Food;,Restaurants;,Thai;Asian Fusion;Chinese;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2reHgsuAWofHfocfJ4Xs5w,Song's Family,"6850 Spring Mountain Rd, Ste F-2",Las Vegas,NV,36.12680681,-115.2413903,3.5,20,,Restaurants;Food Court;,Asian Fusion;,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Yp3yuxI6hIzGP9xb5a5-bQ,KFC,7545 S Rainbow Blvd,Las Vegas,NV,36.0513085,-115.2437716,1.5,27,,Restaurants;,,10:0-22:30,10:0-22:30,10:0-22:30,10:0-22:30,10:0-23:0,10:0-23:0,10:0-22:30
1tV2_4oHJTUB9ZFJfOgowA,Original Chicken Tender,"MGM Grand, 3799 Las Vegas Blvd",Las Vegas,NV,36.10229166,-115.1695031,3.5,25,,Restaurants;,,10:0-12:0,10:0-12:0,10:0-12:0,10:0-12:0,10:0-12:0,10:0-12:0,10:0-12:0
gBfPyzPRmeOaj3SdcIj0Rw,Sushi Roku,"Forum Shops Caesar's Palace, 3500 Las Vegas Blvd S, Ste T18",Las Vegas,NV,36.118966,-115.17305,4,1057,Sushi Bars;,Lounges;Bars;Restaurants;,Japanese;,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
1aj4TG0eFq6NaPBKk6bK7Q,Jacques Cafe,"1910 Village Center Cir, Unit 1",Las Vegas,NV,36.19332653,-115.3040633,4,167,Sandwiches;Gluten-Free;,Vegetarian;Breakfast & Brunch;,American (New);French;,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,8:0-14:0
ATErtjbLCxEPOD8ICKKr5Q,Sushi + Sake,"Green Valley Ranch Casino Resort, 2300 Paseo Verde Pkwy",Las Vegas,NV,36.02217255,-115.0917806,3.5,35,Sushi Bars;,Restaurants;,,None,None,None,None,None,None,None
Dlv2d2mZbyRIO7V9ZUKoAw,Xtreme Sushi & Asian Tapas Bar,8955 S Eastern Ave,Las Vegas,NV,36.0265582,-115.1193836,3,23,,Restaurants;,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-0:0,16:0-0:0,16:0-22:0
DnAhRiH_J_91HDjB-6BlSw,Fresh & Easy,5755 E. Charleston Blvd,Las Vegas,NV,36.1588719,-115.0487353,4.5,9,Food;,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
0LDW1WT4mQ6r9GBf4G4kzA,Money Plays,"4755 W Flamingo Rd, Ste G",Las Vegas,NV,36.1150339,-115.205624,4,109,,Bars;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
xTOX8D1Tavoi9vPWL-nWdQ,Minus 5 Ice Lounge,3950 S Las Vegas Blvd,Las Vegas,NV,36.0933031,-115.1754077,3,723,,Lounges;Cocktail Bars;Bars;,,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-3:0
X11JfeIVH9d6qMrDqA-N7A,Scooter's Pub,6200 S Rainbow Blvd,Las Vegas,NV,36.0758928,-115.2421223,3.5,159,,Restaurants;Bars;,American (Traditional);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
XBIaV-NJ-OxyAd_rsiBr2A,Burger King,8050 Dean Martin Blvd,Las Vegas,NV,36.04332,-115.186393,2,6,,Restaurants;,,None,None,None,None,None,None,None
wPqt3SVl0h3_P3-wW__gYg,Trillo's Street Tacos,4371 N Rancho Dr,Las Vegas,NV,36.23909042,-115.232967,4.5,34,,,Mexican;,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,11:0-19:0
A2pZTpFXWC38z506XIhnBQ,Wingstop,4949 N Rancho Dr,Las Vegas,NV,36.24971943,-115.2445283,3.5,51,Chicken Wings;,Restaurants;,,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0
h_-KUSA612pFEIGC_dCsKQ,Baja Fresh,"8780 W Charleston Blvd, Ste 100",Las Vegas,NV,36.15957768,-115.2873955,3,46,,Restaurants;,,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30,10:0-21:30
3kdSl5mo9dWC4clrQjEDGg,Egg & I,"4533 W Sahara Ave, Ste 5",Las Vegas,NV,36.1440458,-115.2024651,4.5,2595,Burgers;Sandwiches;Pizza;,Restaurants;,American (Traditional);,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0
4ugJ4F8jDJ9-2dEiZ47wLg,Hachi,"Red Rock Casino Resort & Spa, 11017 W Charleston Blvd",Las Vegas,NV,36.15735,-115.333833,4,149,,Restaurants;,Japanese;,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
s8VFOdwpqiwuOVBTurD-Fg,Hannah's,1050 S Rampart Blvd,Las Vegas,NV,36.1607779,-115.2914106,3.5,8,,Restaurants;,,None,None,None,None,None,None,None
afd9-gsbgSVExkINYol0jA,Tacos Y Tortas La Pasadita,505 E Oakey Blvd,Las Vegas,NV,36.1515453,-115.1511544,4,5,Food;,,,None,None,None,None,None,None,None
hIUKufhwR6Ifn7bi0-phLA,Baguette Cafe,"8359 W Sunset Rd, Ste 100",Las Vegas,NV,36.066865,-115.273241,4.5,1054,Food;Delis;Coffee & Tea;Sandwiches;,Cafes;Coffee & Tea;Breakfast & Brunch;,French;,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,9:0-15:0,9:0-15:0
jRq50hjNDfnkZ3AdJxhsEg,Rum Runner,3050 E Desert Inn Rd,Las Vegas,NV,36.13043872,-115.1076337,4,12,Burgers;,Restaurants;Bars;,American (Traditional);,12:0-21:0,None,12:0-21:0,12:0-21:0,12:0-23:0,12:0-23:0,12:0-21:0
UUG3NnmxOUnBlQ2i3peeHQ,GNC,1930 Village Center Cir,Las Vegas,NV,36.19397243,-115.3054119,4,5,Specialty Food;,,,None,None,None,None,None,None,None
hPclwunHi36YV8cPghWJBg,Thai Food To Go,"3242 E Desert Inn Rd, Ste 9",Las Vegas,NV,36.130228,-115.103766,4.5,333,Noodles;Fast Food;,Restaurants;Fast Food;,Thai;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
JMwwxARF34aR1aq7hzpiJQ,Las Pupusas,"7450 W Cheyenne Ave, Ste A108",Las Vegas,NV,36.21898667,-115.2589685,3.5,83,,Restaurants;,Spanish;Latin American;,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
VFcx35QDd_kZgLT4UDV8xg,Roberto's Taco Shop,"4503 Paradise Rd, Ste C-130",Las Vegas,NV,36.10713018,-115.1522839,2.5,54,Fast Food;,Fast Food;,Mexican;,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
mpic-6yBI1pavHRNxBbFwQ,Winder Farms,"6420 Cameron St, Ste 203",Las Vegas,NV,36.0724995,-115.2033057,2,113,Food;,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-15:0,None,None
B-4jb44K_qPdQUB_69gZGQ,Jack's Place,5067 E Bonanza Rd,Las Vegas,NV,36.1740969,-115.0628864,4.5,5,,Bars;,,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0
i1gT1olsdjZGJrIIlgKmvQ,Chi Cha Ron Sports Cantina,3111 S Valley View Blvd,Las Vegas,NV,36.13358792,-115.1907282,3.5,7,Beer;,Bars;,,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0
B0Vm2tge4I2JJlZhD4sl0Q,35 Steaks + Martinis,4455 Paradise Rd,Las Vegas,NV,36.1100828,-115.1538714,4,182,,Steakhouses;,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
GT0K4EdSSxe_LMU6SPr-_A,Sin City Cupcakes,,Las Vegas,NV,36.1104125,-115.2067011,4.5,124,Desserts;Food;Cupcakes;Bakeries;,Bakeries;,,None,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,None
pzBTsxScWslK5VpfK-qWjw,Sea Harbour,3570 Las Vegas Blvd S,Las Vegas,NV,36.1161559,-115.1750576,2.5,11,,Restaurants;,Asian Fusion;,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0
LxvB74hwdqJ2jXKUIkve-g,BF Bakery & Cafe,3768 S Maryland Parkway,Las Vegas,NV,36.12091342,-115.1357244,3.5,10,Coffee & Tea;Food;,Coffee & Tea;,,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
uX9ZVa3k3-6Xf8mAU6aOiQ,Toto's Mexican,2055 E Tropicana Ave,Las Vegas,NV,36.1002609,-115.1252933,3,16,,,Mexican;,None,None,None,None,None,None,None
mPULKHFz89tFM7Yba55MKQ,Juice Bar,4455 Paradise Rd,Las Vegas,NV,36.1100828,-115.1538714,4.5,7,Food;,,,None,None,None,None,None,None,None
1Vvxx-9AoINg8TJXOZgEHg,YOLOS,3667 Las Vegas Blvd S,Las Vegas,NV,36.109846,-115.172381,3.5,468,,Restaurants;,American (New);,11:30-22:0,11:30-22:0,11:30-22:0,11:30-1:0,11:30-4:0,11:30-4:0,11:30-22:0
94EjzQ9cp7iVctFNe0SSsw,Wings Restaurant,"6572 N Decatur Blvd, Ste 140",Las Vegas,NV,36.2796007,-115.2060499,2.5,28,Chicken Wings;,,,None,None,None,None,None,None,None
U4_aS6U1vDlArewaf-hXIA,Joker Of Clubs Hookah Lounge,3555 South Fort Apache Rd,Las Vegas,NV,36.124624,-115.2979138,4,14,,Bars;,,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0
4V_EncSagOpI_0IuS7vURw,Long John Silver's,4675 W Charleston Blvd,Las Vegas,NV,36.1586242,-115.2047571,2.5,12,,Restaurants;,,None,None,None,None,None,None,None
LkMtMHVetws5_7QfRjPtlg,LVH - Las Vegas Hotel & Casino,3000 Paradise Rd,Las Vegas,NV,36.1362575,-115.1512526,2.5,942,,Restaurants;,,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
pTUXKIaqVulbHKW9VS3sBw,Kaldi's Coffee Las Vegas,"4850 W Flamingo Rd, Unit 26",Las Vegas,NV,36.1165039,-115.2068875,3.5,8,Coffee & Tea;,Restaurants;Cafes;Coffee & Tea;Juice Bars & Smoothies;,,None,None,None,None,None,None,None
mRsb657hi4iQcb0r5_VlYw,Arizona Charlie's Boulder,4575 Boulder Hwy,Las Vegas,NV,36.1241305,-115.0757425,2.5,118,,Restaurants;,American (New);,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
zzzaIBwimxVej4tY6qFOUQ,Guthrie's,6728 W Cheyenne Ave,Las Vegas,NV,36.2184241,-115.2431576,3.5,37,,Southern;,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,11:0-21:0
u46u7wkAm6C_o-SxLY_BOA,Oasis Hookah Lounge,"467 E Silverado Ranch Blvd, Ste 130-135",Las Vegas,NV,36.0121485,-115.15323,5,70,,Bars;,,18:0-1:0,18:0-1:0,18:0-1:0,18:0-2:0,18:0-2:0,18:0-2:0,18:0-1:0
GNTD4cBdmdbBlP9hMLoYTA,Max Market,"8450 W Sahara Ave, Ste 117",Las Vegas,NV,36.1445189,-115.2757054,3.5,29,Food;,,,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,10:0-19:0
tWasMHaS6ZD-xRhevpoqkw,Bubba Gump Shrimp,"3717 Las Vegas Blvd S, Ste 2 Q & 3 C",Las Vegas,NV,36.1088688,-115.1721932,3.5,392,Seafood;Comfort Food;,Cajun/Creole;Restaurants;,American (Traditional);,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
MmG-PpE0DZa6M04ejbUSLw,Jody Maroni's,5757 Wayne Newton Blvd,Las Vegas,NV,36.086217,-115.149533,1,5,,Restaurants;,,None,None,None,None,None,None,None
S6185mqOFmxuPiezVnSJfQ,Inn Zone,1288 S Nellis Blvd,Las Vegas,NV,36.1573631,-115.0620928,3,5,,Bars;,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
uhb7nSskHRm5RFbGkGlGwQ,Biscuits 2 Burgers,9700 W Tropicana Ave,Las Vegas,NV,36.1005463,-115.304025,4,188,Burgers;,Breakfast & Brunch;,,None,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0
56Ll9rqG2WxXj4X2pmlkHQ,Sweet Tomatoes,2080 N Rainbow Blvd,Las Vegas,NV,36.1972325,-115.2404774,3.5,231,Salad;Soup;,Vegetarian;Restaurants;,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,10:0-21:0
d-NDnFSfwUZ2wf4aDBic5Q,Cicis,4445 W Charleston Blvd,Las Vegas,NV,36.15800652,-115.2001382,3,66,Pizza;Chicken Wings;Food;,Restaurants;,American (Traditional);,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
oIFMGuV8C8yeaDrtwjc8Jw,Little Darlings,1514 Western Ave,Las Vegas,NV,36.1538014,-115.1615061,2.5,109,,Bars;,,11:0-6:0,11:0-6:0,11:0-6:0,11:0-6:0,11:0-6:0,11:0-6:0,18:0-4:0
TTpgjbrSyxwHHzE5bIF-Rw,Namaste Indian Cuisine,953 E Sahara Ave,Las Vegas,NV,36.1421289,-115.1423943,4,118,,Restaurants;,,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0
IQnUxhO7oieEP7-5ZVJ4uA,Siamese Bistro,"7835 S Rainbow Blvd, Ste 3",Las Vegas,NV,36.04501902,-115.2441429,3.5,95,,Restaurants;Vegetarian;,Thai;Chinese;,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,12:0-22:0
0LGnU7V3nepi8NUNzyQOXw,Einstein Bros Bagels,"6770 N Durango Dr, Ste 140",Las Vegas,NV,36.2837875,-115.2872251,3.5,99,Bagels;Coffee & Tea;,Restaurants;Coffee & Tea;Breakfast & Brunch;,,5:30-17:0,5:30-17:0,5:30-17:0,5:30-17:0,5:30-17:0,6:0-16:0,6:0-15:0
4v9nhZ5h-KScIsG7uXjfzg,McDonald's,6680 E Lake Mead Blvd,Las Vegas,NV,36.19606509,-115.0270878,1.5,13,Burgers;Fast Food;,Fast Food;,,None,None,None,None,None,None,None
wjZ12shpUWAy4Boy0G5z1g,Island Buffet,"Tropicana Resort and Casino, 3801 Las Vegas Blvd S",Las Vegas,NV,36.0993783,-115.1710285,1.5,9,Buffets;,,,None,None,None,None,None,None,None
7YBLX19t_P_CfPzM3JbolA,Seahorse Lounge,"Caesar's Palace, 3570 S Las Vegas Blvd",Las Vegas,NV,36.1162194,-115.1745719,3.5,37,,Bars;Lounges;,,None,None,None,None,None,None,None
8shxmij5d2IjGLI_1riVUw,Starbucks,8050 S Rainbow Blvd,Las Vegas,NV,36.04257988,-115.2420008,2,15,Food;,,,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0
ozMd45nXHTCl3mdOwouwlw,Shawarma House,"5861 W Craig Rd, Ste 103",Las Vegas,NV,36.2384845,-115.2245482,4.5,312,,Restaurants;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,13:0-22:0
kpZjgADHSklBk3JqcO4b4Q,Second Street Grill,200 Fremont St,Las Vegas,NV,36.1707639,-115.1435262,4,77,,Restaurants;Steakhouses;,American (Traditional);,None,None,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
vAh6WNioOEw7G9tGhd_JQw,Food Express Chinese Restaurant,"2003 S Decatur Blvd, Ste B",Las Vegas,NV,36.1497949,-115.2075998,4,196,,Restaurants;,,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30,11:0-23:30
HAjZ4ZJrJqtVVyilMYQZzQ,Thai Place,4019 S Maryland Pkwy,Las Vegas,NV,36.1160606,-115.1378309,3.5,58,,,Thai;,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,10:0-21:0,10:0-21:0
Cr4ipI-tr-R8Q0NilkWNkA,MIX,"Mandalay Bay Resort & Casino, 3950 Las Vegas Boulevard",Las Vegas,NV,36.0930659,-115.177814,4,951,,Restaurants;Bars;Lounges;,American (New);French;,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0
w4cdbB61ycJ5b0CFBpX3Dg,Sophia's Pizzeria,"3380 Arville St, Ste C",Las Vegas,NV,36.1287425,-115.1980492,3,14,Pizza;,Restaurants;,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,11:0-0:0,11:0-0:0
zpoZ6WyQUYff18-z4ZU1mA,The Goodwich,"900 S Las Vegas Blvd, Ste 120",Las Vegas,NV,36.15993829,-115.1474527,4.5,547,Food;Sandwiches;,Breakfast & Brunch;,,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
XaRLRVEAOwxQjgF1_iU_jQ,Pierogi Cafe,1717 S Decatur Blvd,Las Vegas,NV,36.1510311,-115.205968,4.5,74,Sandwiches;Salad;,Restaurants;,,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0
6WE1SLCq_gUzJGQpglYM9A,Pizza Hut,4808 S Maryland Pkwy,Las Vegas,NV,36.10259,-115.136559,1.5,5,,Restaurants;,,None,None,None,None,None,None,None
lb4bF9xkpf8EyE82ESskRw,Froggies Snow Cone Shack,8150 Maryland Pkwy,Las Vegas,NV,36.04163672,-115.1359178,5,9,Desserts;Shaved Ice;,,,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0,13:0-21:0
FC5Vl9QgTM5Z9d0CW5t95g,Anything U Want Delivery Service,,Las Vegas,NV,36.0357492,-115.1533426,4.5,92,Food;,,,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30,9:0-2:30
Uux8P1ruzjPTQgOeYx68rg,Nook Café,3535 S Las Vegas Blvd,Las Vegas,NV,36.1181654,-115.1706363,3.5,88,Food;Coffee & Tea;,Restaurants;Cafes;Coffee & Tea;,,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Olp6N3_CZFlqGuqrrb15bw,Island Malaysian Cuisine 2,"4355 Spring Mountain Rd, Ste 101A",Las Vegas,NV,36.125908,-115.197904,3.5,17,Food;Specialty Food;Ethnic Food;,Restaurants;Ethnic Food;,Malaysian;,12:0-22:0,None,12:0-22:0,12:0-22:0,12:0-0:0,12:0-0:0,12:0-22:0
wpHN9iLlhn_z613xJd5uyA,Subway,3201 N Rancho Dr,Las Vegas,NV,36.21746702,-115.2130735,2,3,Sandwiches;Fast Food;,Fast Food;,,7:0-21:30,7:0-21:30,7:0-21:30,7:0-21:30,7:0-22:0,8:0-22:0,9:0-21:0
8yiLVWzJyyTEhYE0fVNvlA,Il Mulino New York,"3500 Las Vegas Blvd S, Ste T30",Las Vegas,NV,36.119468,-115.173077,4,272,,,Italian;,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,17:0-22:0
wJAs37fHi3iqQ8Huym1mGg,Sports Book Grill,3950 S Las Vegas Blvd,Las Vegas,NV,36.09233893,-115.1746842,4,21,Fast Food;,Fast Food;Restaurants;,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,10:0-0:0,9:0-22:0,9:0-22:0
3xZYAwewEiwM9uwnjHganA,Somethin's Cooking,,Las Vegas,NV,36.0357492,-115.1533426,5,12,,Personal Chefs;,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
z9aXGRH8xtqpNDFE5_I3KA,The Bar @ Tropicana & Durango,"4705 S Durango, Ste 140",Las Vegas,NV,36.1032073,-115.2794948,4,76,,Bars;,American (Traditional);,None,None,None,None,None,None,None
BrclERrbZrQNRyBmDGawQQ,Bruno's Pizza,"4555 South Fort Apache Rd, Ste 112",Las Vegas,NV,36.1064328,-115.2980194,4.5,133,Pizza;,,,None,None,None,None,None,None,None
HWEZJWSRzI8k5UA1Lqw7Fg,Runnerz,,Las Vegas,NV,36.0357492,-115.1533426,5,14,Beer;Food;,,,9:0-4:0,9:0-4:0,9:0-4:0,9:0-4:0,9:0-4:0,9:0-4:0,9:0-4:0
bE9SVTYpjgnxM5QwKuCTaQ,GNC,"3538 S Maryland Pkwy, Ste 410",Las Vegas,NV,36.1251877,-115.1371811,3,6,Food;Specialty Food;,,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
YZGSNhgTS6YeyUYoivD-Ww,Triple 7 Restaurant & Microbrewery,200 N Main St,Las Vegas,NV,36.17441567,-115.1449056,3.5,484,Food;,Bars;Breweries;Restaurants;,American (Traditional);,11:0-7:0,11:0-7:0,11:0-7:0,11:0-7:0,11:0-7:0,11:0-7:0,11:0-7:0
dXM9Pj295pcXdR0qxvMfLQ,The Heavenly Vegan,,Las Vegas,NV,36.1697096,-115.1236952,5,12,Food;Specialty Food;,Personal Chefs;Restaurants;,,None,None,None,None,None,None,None
4OKs1apDDZ2qvgdz5AXDhw,Funny's,4747 N Rancho Dr,Las Vegas,NV,36.24733412,-115.2403714,2,5,Food;,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
aUafIYizHCm1raaUH9Zbsg,The Front Row Lounge,4180 S Jones Blvd,Las Vegas,NV,36.1129299,-115.2243599,3.5,10,,Bars;,,None,None,None,None,None,None,None
